Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-16 00:00:00-04:00,15119.25,15139.0,14917.25,15134.0,590789,0.0,0.0
2021-08-17 00:00:00-04:00,15131.5,15133.75,14897.0,14997.5,687897,0.0,0.0
2021-08-18 00:00:00-04:00,14970.25,15037.25,14806.5,14849.25,568846,0.0,0.0
2021-08-19 00:00:00-04:00,14840.0,14999.0,14710.5,14928.0,734184,0.0,0.0
2021-08-20 00:00:00-04:00,14943.25,15100.0,14851.0,15086.75,504460,0.0,0.0
2021-08-23 00:00:00-04:00,15090.0,15337.5,15086.5,15304.5,412591,0.0,0.0
2021-08-24 00:00:00-04:00,15327.0,15384.0,15309.5,15355.5,365577,0.0,0.0
2021-08-25 00:00:00-04:00,15362.25,15397.0,15333.0,15364.25,405227,0.0,0.0
2021-08-26 00:00:00-04:00,15367.25,15368.25,15255.25,15274.75,564382,0.0,0.0
2021-08-27 00:00:00-04:00,15286.0,15443.75,15265.5,15426.5,441045,0.0,0.0
2021-08-30 00:00:00-04:00,15432.75,15617.75,15420.0,15597.5,417563,0.0,0.0
2021-08-31 00:00:00-04:00,15605.5,15677.25,15517.75,15582.5,521129,0.0,0.0
2021-09-01 00:00:00-04:00,15599.5,15699.0,15578.5,15609.25,465488,0.0,0.0
2021-09-02 00:00:00-04:00,15610.0,15682.0,15551.75,15601.0,463636,0.0,0.0
2021-09-03 00:00:00-04:00,15601.0,15677.5,15552.25,15651.5,462870,0.0,0.0
2021-09-07 00:00:00-04:00,15656.0,15708.75,15606.75,15674.75,542055,0.0,0.0
2021-09-08 00:00:00-04:00,15671.0,15691.0,15523.75,15620.0,559402,0.0,0.0
2021-09-09 00:00:00-04:00,15610.0,15675.75,15545.75,15558.75,531288,0.0,0.0
2021-09-10 00:00:00-04:00,15561.0,15668.0,15433.5,15441.5,402816,0.0,0.0
2021-09-13 00:00:00-04:00,15452.5,15565.0,15350.25,15436.75,363283,0.0,0.0
2021-09-14 00:00:00-04:00,15452.25,15530.75,15351.25,15387.0,237816,0.0,0.0
2021-09-15 00:00:00-04:00,15395.5,15521.75,15315.25,15504.0,156770,0.0,0.0
2021-09-16 00:00:00-04:00,15516.5,15542.0,15369.5,15517.75,105428,0.0,0.0
2021-09-17 00:00:00-04:00,15502.75,15547.0,15474.0,15486.669921875,641864,0.0,0.0
2021-09-20 00:00:00-04:00,15284.0,15338.25,14807.5,15009.5,845911,0.0,0.0
2021-09-21 00:00:00-04:00,14992.0,15163.25,14963.25,15024.0,659780,0.0,0.0
2021-09-22 00:00:00-04:00,14992.75,15227.0,14930.5,15163.5,601005,0.0,0.0
2021-09-23 00:00:00-04:00,15178.25,15347.0,15175.25,15303.5,514535,0.0,0.0
2021-09-24 00:00:00-04:00,15300.25,15334.25,15176.75,15318.75,470511,0.0,0.0
2021-09-27 00:00:00-04:00,15319.0,15399.25,15084.0,15194.75,543381,0.0,0.0
2021-09-28 00:00:00-04:00,15172.25,15192.25,14740.75,14764.75,836785,0.0,0.0
2021-09-29 00:00:00-04:00,14769.25,14926.0,14711.0,14739.75,649554,0.0,0.0
