Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-21 00:00:00-05:00,154.9375,156.25,154.78125,155.9375,420863,0.0,0.0
2022-01-24 00:00:00-05:00,155.6875,156.59375,155.21875,155.90625,419035,0.0,0.0
2022-01-25 00:00:00-05:00,155.3125,156.28125,154.84375,155.25,371532,0.0,0.0
2022-01-26 00:00:00-05:00,155.4375,155.5625,153.90625,154.34375,320960,0.0,0.0
2022-01-27 00:00:00-05:00,154.21875,155.84375,154.15625,155.40625,388862,0.0,0.0
2022-01-28 00:00:00-05:00,155.375,155.9375,154.46875,155.75,336459,0.0,0.0
2022-01-31 00:00:00-05:00,155.59375,155.9375,154.96875,155.625,377257,0.0,0.0
2022-02-01 00:00:00-05:00,155.53125,156.3125,154.78125,155.3125,321344,0.0,0.0
2022-02-02 00:00:00-05:00,155.34375,156.53125,155.09375,156.0,314272,0.0,0.0
2022-02-03 00:00:00-05:00,155.75,156.15625,154.28125,154.90625,392186,0.0,0.0
2022-02-04 00:00:00-05:00,154.75,155.40625,153.0625,153.25,399019,0.0,0.0
2022-02-07 00:00:00-05:00,153.4375,153.9375,153.0625,153.5,266063,0.0,0.0
2022-02-08 00:00:00-05:00,153.46875,153.5625,152.4375,152.78125,268989,0.0,0.0
2022-02-09 00:00:00-05:00,152.65625,153.78125,152.5625,153.28125,285012,0.0,0.0
2022-02-10 00:00:00-05:00,152.96875,153.34375,151.0625,151.65625,540121,0.0,0.0
2022-02-11 00:00:00-05:00,151.46875,153.21875,150.8125,152.65625,538683,0.0,0.0
2022-02-14 00:00:00-05:00,152.75,153.46875,151.125,151.75,457124,0.0,0.0
2022-02-15 00:00:00-05:00,151.90625,152.21875,150.5625,150.75,323621,0.0,0.0
2022-02-16 00:00:00-05:00,150.75,151.5,150.375,150.84375,391691,0.0,0.0
2022-02-17 00:00:00-05:00,150.9375,152.53125,150.90625,151.96875,421171,0.0,0.0
2022-02-18 00:00:00-05:00,152.125,153.28125,151.625,153.03125,370383,0.0,0.0
2022-02-22 00:00:00-05:00,153.25,154.4375,152.53125,152.96875,854219,0.0,0.0
2022-02-23 00:00:00-05:00,153.09375,153.375,152.0625,152.5625,950229,0.0,0.0
2022-02-24 00:00:00-05:00,152.28125,154.8125,152.21875,152.4375,931968,0.0,0.0
2022-02-25 00:00:00-05:00,152.46875,153.21875,151.65625,152.25,206639,0.0,0.0
2022-02-28 00:00:00-05:00,153.28125,155.1875,153.15625,154.59375,40728,0.0,0.0
2022-03-01 00:00:00-05:00,154.78125,157.46875,154.375,157.03125,9136,0.0,0.0
2022-03-02 00:00:00-05:00,156.75,156.875,153.8125,154.5625,3861,0.0,0.0
2022-03-03 00:00:00-05:00,154.71875,155.1875,154.21875,154.90625,1764,0.0,0.0
2022-03-04 00:00:00-05:00,156.78125,157.46875,155.4375,157.21875,2218,0.0,0.0
2022-03-07 00:00:00-05:00,157.65625,157.78125,156.28125,157.625,2594,0.0,0.0
2022-03-08 00:00:00-05:00,157.0,157.0,155.0625,155.09375,345,0.0,0.0
2022-03-09 00:00:00-05:00,155.34375,155.34375,153.6875,153.6875,962,0.0,0.0
2022-03-10 00:00:00-05:00,153.8125,154.03125,152.5,152.8125,493,0.0,0.0
2022-03-11 00:00:00-05:00,153.34375,153.78125,153.15625,153.15625,95,0.0,0.0
2022-03-14 00:00:00-04:00,152.625,152.625,150.71875,150.71875,864,0.0,0.0
2022-03-15 00:00:00-04:00,151.25,151.5625,150.125,150.125,849,0.0,0.0
2022-03-16 00:00:00-04:00,150.25,150.28125,149.875,150.15625,122,0.0,0.0
2022-03-17 00:00:00-04:00,150.90625,150.9375,148.9375,149.8125,375,0.0,0.0
2022-03-18 00:00:00-04:00,150.4375,150.875,149.96875,150.78125,23,0.0,0.0
2022-03-21 00:00:00-04:00,149.3125,149.40625,148.09375,148.09375,175,0.0,0.0
2022-03-22 00:00:00-04:00,146.8125,147.0625,146.4375,146.96875,322346,0.0,0.0
2022-03-23 00:00:00-04:00,148.34375,150.25,147.65625,149.53125,345023,0.0,0.0
2022-03-24 00:00:00-04:00,150.0,150.03125,148.21875,149.34375,279531,0.0,0.0
2022-03-25 00:00:00-04:00,148.75,149.46875,146.625,147.0625,336257,0.0,0.0
2022-03-28 00:00:00-04:00,147.25,148.65625,146.3125,147.625,328111,0.0,0.0
2022-03-29 00:00:00-04:00,147.90625,149.3125,146.8125,148.9375,337410,0.0,0.0
2022-03-30 00:00:00-04:00,149.09375,150.03125,148.1875,149.4375,310166,0.0,0.0
2022-03-31 00:00:00-04:00,149.53125,150.40625,149.3125,150.0625,405107,0.0,0.0
2022-04-01 00:00:00-04:00,149.9375,150.0625,147.90625,149.8125,391832,0.0,0.0
2022-04-04 00:00:00-04:00,149.46875,149.65625,148.40625,148.875,288810,0.0,0.0
2022-04-05 00:00:00-04:00,149.125,149.34375,146.21875,146.40625,307287,0.0,0.0
2022-04-06 00:00:00-04:00,146.59375,146.6875,144.75,145.4375,384553,0.0,0.0
2022-04-07 00:00:00-04:00,145.5625,146.125,143.875,144.25,372556,0.0,0.0
2022-04-08 00:00:00-04:00,144.28125,144.84375,142.8125,143.15625,322365,0.0,0.0
2022-04-11 00:00:00-04:00,143.125,143.25,141.84375,142.0625,333077,0.0,0.0
2022-04-12 00:00:00-04:00,142.0,143.25,141.1875,142.4375,367750,0.0,0.0
2022-04-13 00:00:00-04:00,142.40625,143.625,141.34375,143.1875,357329,0.0,0.0
