Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-16 00:00:00-04:00,27830.0,27885.0,27400.0,27670.0,4303,0.0,0.0
2021-08-17 00:00:00-04:00,27670.0,27750.0,27240.0,27465.0,3700,0.0,0.0
2021-08-18 00:00:00-04:00,27460.0,27675.0,27345.0,27425.0,5865,0.0,0.0
2021-08-19 00:00:00-04:00,27395.0,27505.0,26965.0,27265.0,6268,0.0,0.0
2021-08-20 00:00:00-04:00,27270.0,27315.0,26860.0,27270.0,6695,0.0,0.0
2021-08-23 00:00:00-04:00,27230.0,27635.0,27200.0,27605.0,3473,0.0,0.0
2021-08-24 00:00:00-04:00,27640.0,27850.0,27630.0,27775.0,3873,0.0,0.0
2021-08-25 00:00:00-04:00,27805.0,27890.0,27655.0,27805.0,3971,0.0,0.0
2021-08-26 00:00:00-04:00,27810.0,27820.0,27605.0,27655.0,2694,0.0,0.0
2021-08-27 00:00:00-04:00,27690.0,27875.0,27460.0,27865.0,3576,0.0,0.0
2021-08-30 00:00:00-04:00,27855.0,27925.0,27650.0,27695.0,6391,0.0,0.0
2021-08-31 00:00:00-04:00,27725.0,28205.0,27600.0,28070.0,6622,0.0,0.0
2021-09-01 00:00:00-04:00,28115.0,28665.0,28075.0,28535.0,7986,0.0,0.0
2021-09-02 00:00:00-04:00,28575.0,28735.0,28420.0,28610.0,5055,0.0,0.0
2021-09-03 00:00:00-04:00,28660.0,29640.0,28600.0,29600.0,14603,0.0,0.0
2021-09-07 00:00:00-04:00,29605.0,30205.0,29480.0,29965.0,26804,0.0,0.0
2021-09-08 00:00:00-04:00,29955.0,30260.0,29815.0,29965.0,10145,0.0,0.0
2021-09-09 00:00:00-04:00,29945.0,30255.0,29870.0,30130.0,7590,0.0,0.0
2021-09-10 00:00:00-04:00,29950.0,30390.0,29885.0,29970.0,9141,0.0,0.0
2021-09-13 00:00:00-04:00,30000.0,30605.0,30000.0,30465.0,10617,0.0,0.0
2021-09-14 00:00:00-04:00,30420.0,30660.0,30155.0,30190.0,10057,0.0,0.0
2021-09-15 00:00:00-04:00,30200.0,30485.0,30175.0,30460.0,5509,0.0,0.0
2021-09-16 00:00:00-04:00,30470.0,30505.0,30065.0,30375.0,5784,0.0,0.0
2021-09-17 00:00:00-04:00,30325.0,30450.0,30100.0,30210.0,6643,0.0,0.0
2021-09-20 00:00:00-04:00,30160.0,30240.0,29315.0,29565.0,9520,0.0,0.0
2021-09-21 00:00:00-04:00,29565.0,30075.0,29535.0,29845.0,8845,0.0,0.0
2021-09-22 00:00:00-04:00,29780.0,29965.0,29480.0,29840.0,7007,0.0,0.0
2021-09-23 00:00:00-04:00,29840.0,30185.0,29840.0,30150.0,4006,0.0,0.0
2021-09-24 00:00:00-04:00,30165.0,30220.0,29930.0,30085.0,4560,0.0,0.0
2021-09-27 00:00:00-04:00,30085.0,30280.0,30015.0,30105.0,3258,0.0,0.0
2021-09-28 00:00:00-04:00,30095.0,30115.0,29520.0,29585.0,6683,0.0,0.0
2021-09-29 00:00:00-04:00,29595.0,29890.0,29400.0,29750.0,8172,0.0,0.0
2021-09-30 00:00:00-04:00,29805.0,29835.0,29310.0,29350.0,7682,0.0,0.0
2021-10-01 00:00:00-04:00,29355.0,29455.0,28730.0,29100.0,9948,0.0,0.0
2021-10-04 00:00:00-04:00,29125.0,29245.0,27690.0,27935.0,16113,0.0,0.0
2021-10-05 00:00:00-04:00,27920.0,28320.0,27495.0,28215.0,10883,0.0,0.0
2021-10-06 00:00:00-04:00,28260.0,28275.0,27020.0,27765.0,21133,0.0,0.0
2021-10-07 00:00:00-04:00,27730.0,28180.0,27600.0,28075.0,9350,0.0,0.0
2021-10-08 00:00:00-04:00,28100.0,28355.0,28025.0,28100.0,5203,0.0,0.0
2021-10-11 00:00:00-04:00,28120.0,28810.0,27915.0,28505.0,6316,0.0,0.0
2021-10-12 00:00:00-04:00,28455.0,28520.0,27995.0,28195.0,6858,0.0,0.0
2021-10-13 00:00:00-04:00,28135.0,28400.0,28020.0,28225.0,4261,0.0,0.0
2021-10-14 00:00:00-04:00,28210.0,28840.0,28210.0,28755.0,5013,0.0,0.0
2021-10-15 00:00:00-04:00,28835.0,29280.0,28755.0,29205.0,4373,0.0,0.0
2021-10-18 00:00:00-04:00,29245.0,29310.0,28880.0,29105.0,3246,0.0,0.0
2021-10-19 00:00:00-04:00,29100.0,29430.0,29025.0,29415.0,4254,0.0,0.0
2021-10-20 00:00:00-04:00,29360.0,29510.0,29225.0,29325.0,3220,0.0,0.0
2021-10-21 00:00:00-04:00,29325.0,29345.0,28445.0,28645.0,7938,0.0,0.0
2021-10-22 00:00:00-04:00,28565.0,29010.0,28450.0,28755.0,5877,0.0,0.0
2021-10-25 00:00:00-04:00,28730.0,28905.0,28395.0,28835.0,4805,0.0,0.0
2021-10-26 00:00:00-04:00,28840.0,29270.0,28810.0,28995.0,5192,0.0,0.0
2021-10-27 00:00:00-04:00,28955.0,29155.0,28645.0,28665.0,5740,0.0,0.0
2021-10-28 00:00:00-04:00,28730.0,28940.0,28690.0,28925.0,3422,0.0,0.0
2021-10-29 00:00:00-04:00,28900.0,29075.0,28485.0,29005.0,4962,0.0,0.0
2021-11-01 00:00:00-04:00,29175.0,29680.0,29175.0,29590.0,5607,0.0,0.0
2021-11-02 00:00:00-04:00,29540.0,29610.0,29430.0,29520.0,3325,0.0,0.0
2021-11-03 00:00:00-04:00,29550.0,29795.0,29435.0,29730.0,2245,0.0,0.0
2021-11-04 00:00:00-04:00,29800.0,29970.0,29610.0,29790.0,3634,0.0,0.0
2021-11-05 00:00:00-04:00,29750.0,29850.0,29520.0,29720.0,4267,0.0,0.0
2021-11-08 00:00:00-05:00,29690.0,29850.0,29455.0,29705.0,3488,0.0,0.0
2021-11-09 00:00:00-05:00,29715.0,29820.0,29195.0,29300.0,4966,0.0,0.0
2021-11-10 00:00:00-05:00,29255.0,29390.0,29010.0,29095.0,3578,0.0,0.0
2021-11-11 00:00:00-05:00,29045.0,29490.0,28990.0,29435.0,2830,0.0,0.0
2021-11-12 00:00:00-05:00,29425.0,29770.0,29390.0,29725.0,2737,0.0,0.0
2021-11-15 00:00:00-05:00,29735.0,29870.0,29660.0,29735.0,1887,0.0,0.0
2021-11-16 00:00:00-05:00,29755.0,29980.0,29690.0,29840.0,2158,0.0,0.0
2021-11-17 00:00:00-05:00,29870.0,29935.0,29500.0,29570.0,2655,0.0,0.0
2021-11-18 00:00:00-05:00,29560.0,29730.0,29390.0,29625.0,4432,0.0,0.0
2021-11-19 00:00:00-05:00,29625.0,29795.0,29485.0,29630.0,6282,0.0,0.0
2021-11-22 00:00:00-05:00,29655.0,29920.0,29540.0,29685.0,3236,0.0,0.0
2021-11-23 00:00:00-05:00,29710.0,29790.0,29520.0,29750.0,3650,0.0,0.0
2021-11-24 00:00:00-05:00,29730.0,29755.0,29220.0,29470.0,4990,0.0,0.0
2021-11-26 00:00:00-05:00,29450.0,29585.0,28030.0,28170.0,12082,0.0,0.0
2021-11-29 00:00:00-05:00,28025.0,28790.0,28025.0,28330.0,9196,0.0,0.0
2021-11-30 00:00:00-05:00,28455.0,28720.0,27390.0,27675.0,10385,0.0,0.0
2021-12-01 00:00:00-05:00,27735.0,28240.0,27410.0,27430.0,7889,0.0,0.0
2021-12-02 00:00:00-05:00,27500.0,28055.0,27495.0,27905.0,7716,0.0,0.0
2021-12-03 00:00:00-05:00,28010.0,28180.0,27580.0,27790.0,9214,0.0,0.0
